"",ABDULLAH Prince H.R.H,ABEGA Prosper,ABO RIDA Hany,ACHE Eduardo,ACKERMANN Nair,ACOSTA Francisco,ADAMS Mark,ADOUM Djibrine,AGHAZADA Sayed,AHMAD Ahmad,AHMED Essam El-Din,AHMED Hosny Abdelrahman,AHO Lui,AHOUANVOEBLA Sedogbo,AKHTER Mahfuza,AL BUSAIDI Khalid Hamed Hamood,AL DELAWAR Abdulrahman,AL HARBI Ahmed Eid,AL KHALIFA Shk. Ali Bin Khalifa,AL KHALIFA Shk. Salman Bin Ebrahim,AL KHELAIFI Nasser,AL MAADHEED Mohammed Ghanim Al Ali,AL MEDLEJ Hafez,AL NOWAISER Mohammed,AL RAJOUB Jibril,AL SABAH Sheikh Ahmad Al Fahad,AL SABAH Shk. Talal Fahad,AL SERKAL Yousuf,AL SHAIBANI Hamid,AL THAWADI Hassan,ALAJA Pertti,ALARCON Carlos,ALBERTINI Demetrio,ALEI Chabur Goc,ALLARD Vanessa,ALTASHANI Anwar,ALVARADO Ariel,AMGALANBAATAR Ganbaatar,ANDREASEN Christian,ARAB Abdiqani Said,ARANETA Mariano,ARCOPINTO Ferdinando,ARIIOTIMA Henri,ARVELADZE Revaz,ASFA Seyed Hamed,ASFURA Alfredo,ATISSON Harry,AULAS Jean-Michel,BABWAH Terence,BAFFOE Anthony,BAKOVIC Jasmin,BALASINGAM Sanjeevan,BARTOMEU Josep,BAUZA Sebastian,BAYOR Adjoa,BECKENBAUER Franz,BEDOYA Luis,BEEN Harry,BELIVEAU Sylvie,BENADO Alexandra,BICKERTON Andrew,BIEN AIME Sonia,BILARDO Carlos,BLAKE Bruce,BLATTER Joseph S,BOLKIAH Sufri,BORBELY Cornel,BOUCHAMAOUI Tarek,BOURNGAR Djimrabaye,BOUTUREIRA Serafin,BRUNELLI Marco,BURGA Manuel,BURLEANU Razvan,BURRELL Horace,CABRERA Jorge,CALLEJAS Rafael,CAMARA Almamy Kabele,CAMARA Salifou,CAMPBELL Peter,CARLOS EUGENIO,CASSELL Vincent,CEBANU Pavel,CEFERIN Aleksander,CERRILLA Fernando,CHALUJA Pedro,CHETTY Elvis,CHILAVERT Jose Luis,CHIO Benjamin,CHOMIAK Jiri,CHUNG David,CHUNG Mong Gyu,CISSE Victor,CLAURE Marcelo,COOMBS Venold,COOPER Lyndon,CRESCENTINI Giorgio,CUNLIFFE F Randall,CUSCO Joan,D HOOGHE Michel,DAINI Kuniya,DAMIANI Juan Pedro,DARMANIN DEMAJO Norman,DAS Kushal,DE KEERSMAECKER Francois,DE MARIA Decio,DE SILVA Anura,DEL BOSQUE Vicente,DEL NERO Marco Polo,DEMIROREN Yildirim,DESTOMBES Sue,DIABATE Sory,DIALLO Augustin,DIARRA Boubacar,DIAS Pedro,DIENG Ousseynou,DIJKHOFF Richard,DIOP Abdoulaye,DJIBRILLA Hamidou,DODD Moya,DOHI Michiko,DOMANSKI LYFORS Marika,DORJI UGEN TSECHUP,DUBE Cuthbert,DUKA Armand,DUPIELLET Damian,DVORAK Jiri,DYKE Greg,ECKERT Hans-Joachim,EDWARDS Mike,EDWARDS Tony,EL AKRAM Abdelilah,EL AMRANI Hicham,EL HAWARY Mohamed Hazem,EL HAWARY Sahar,ELOVIRTA Katriina,ERLANDSSON Susanne,ERZIK Senes,ESCRIBANO Antonio,ESPELUND Karen,FITZGERALD Tony,FOK Timothy Tsun Ting,FOUSEK Petr,FRANCISCA Rignaal,FRANCISCO Palmira,FREDERICK Hillaren,FRUEAN Sandra,GAMAL Mohamed,GANDINI Umberto,GARBER Don,GARCIA Rodrigo,GAROUB Majed Mohammed,GARZA Victor,GAYE Fatou,GAZIDIS Ivan,GEA Tomas,GEBREYESUS DIFUE Tesfaye,GEORGE Norman,GILL David,GILLIAR Markus,GILLIERON Peter,GJORGJIOSKI Ilcho,GODINET Alex,GOMES Fernando,GONSALVES Everton,GONZALEZ Laureano,GOURLAY Ron,GRONDONA Julio Ricardo,GUISHARD Raymond,GULATI Sunil,GUZMAN Gustavo,GUZMAN Osiris,HACK Raymond,HADDADJ Hamid,HAIDAR Hachem,HAIDER Nayyar,HAINER Herbert,HALLEN Yngve,HAMMAMI Mahmoud,HAN Un Gyong,HANSEN Allan,HARMON Lee,HARRIS Randy,HAWIT BANEGAS Alfredo,HAYAT Syed,HAYATOU Issa,HEINRICHS April,HERMANN Ecki,HERNANDEZ Luis,HERRERA Eduardo,HILTON SMITH Fran,HMEUN Jules,HOLZSCHUH Rainer,HONG Martin,HONG Una,HOWARD Ted,HUGHES Trefor,HUSSEINI Rana,INDRIKSONS Guntis,JADUE Sergio,JAMES Anthony,JAMES Jinelle,JAQUE Nibaldo,JARY Wadie,JEAN BART Yves,JESURUN Ramon,JIMENEZ Brayan,JOHANSEN Isha,JOHNSON Anthony,JONES Steffi,JONSSON Ingrid,JOSEPH Cheney,KABA BAJO Lamin,KAFASHIAN Ali,KAKARAYA Dan,KALTABANG Christian,KALUSHA BWALYA,KAMIKAWA Toru,KARADZIC Tomislav,KAREMBEU Christian,KARIKO Jack,KASSABOV Michail,KATUMBI Moise,KAZI Mohammed Salahuddin,KEWELL Harry,KHAMITZHANOV Sayan,KHIEV Sameth,KHOZA Irvin,KILMAN Larry,KIM Dong Dae,KIM Junyoung,KOLOSKOV Viacheslav,KONKOV Anatoliy,KORTMAN Yolanda,KOUTSOKOUMNIS Costakis,KOVACIK Jan,KRISHNADATH John,KVEDARAS Julius,LABRADOR Eric,LAI Richard K,LAMBERT Jacques,LARRIONDA Jorge,LATAL MACKOVICOVA Natalia,LAY Francisco,LE GRAET Noel,LEE Winston,LEFKARITIS Marios,LEKJAA Fouzi,LELEU Jacqueline,LIM Kia Tong,LIN Cheng Yi,LIN Xiaohua,LISTKIEWICZ Michal,LIU Chi,LOOTAH AbduL Rahman,LOPES NASCIMENTO Manuel,LOPEZ Pedro,Lord VEEHALA,LUDWIG Alfred,LUMPER Horst,LUPARI Isaac,LUZON Avi,MABASO KOYANA Sindi,MADERO Raul,MAGOGO Moses,MALINZI Jamal,MALMSTEN Krister,MALTOCK Lambert,MAMMADOV Elkhan,MANAROTO Albert,MANDELBAUM Bert,MARAHARE Donald,MARTA,MARTEN Seamus,MARTORELLI Rinaldo,MATURANA Francisco,MBIDI Frans,MBOMIO Andres-Jorge,MBONO Jean Michel,McMEEKEN Shelley,McRAE Alan,MELO FILHO Alvaro,MERLO Gianni,MIHAYLOV Borislav,MIKKELSEN Peter,MIRZOEV Khurshed,MITJANS Fernando,MOCTAR Mahamoud,MOHD SALLEH Subkhiddin,MONTAGLIANI Victor,MONTEIRO Domingos,MORAN Bill,MORTAGY Khaled,MOUNGUENGUI Pierre Alain,MTHETHWA Adam,MURAI Mitsuru,MURAKAMI Tetsuya,MUSSENDEN Larry,MUTKO Vitaly,NAPOUT Juan Angel,NASSAR Samar,NDIKURIYO Reverien,NEMATANDANI Kirsten,NETO Pedro,NGAISSONA Edouard,NGIRA Loyley,NGWENYA Qondisa,NICHOLAS Tai,NIERSBACH Wolfgang,NILSSON Karl-Erik,NSEKERA Lydia,NTAGUNGIRA Celestin,NUMANGA Jake,NYAMILANDU Walter,NYAMWEYA Sam,NYANTAKYI Kwesi,NZAMWITA Vincent,OGURA Junji,OMAGBEMI Florence,OMARI Constant,ORAZOV Derya,OSORIO Victor,OSUNA Romer,OUEGNIN Roger,PALACIO Jorge Ivan,PALAVICINI Carlos,PASTORINI Daniel,PATEL Imtiaz,PATEL Praful,PATEL Rajesh,PATEL Suketu,PELE,PELTA Miroslav,PENA GUTIERREZ Edgar,PEREZ Florentino,PETERSON Lars,PHAFANE Salemane,PHILIPP Paul,PIAT Philippe,PINNICK Amaju,PINTO Marcelo,PLATINI Michel,POHLAK Aivar,PROTASOV Alexander,PUENTEVELLA Monico,QUADERER Hugo,QUINTANA Javier,RAM Samuel,REID Horace,REILLY Jack,REVILLA Fernando,REYES Jose,RILEY Mike,RODRIGUEZ Alejandro,RODRIGUEZ Jaime,ROJAS Juan,ROKK Lazarus,ROMO Jorge,ROTHENBERG Alan,RUIZ Oscar,RUMMENIGGE Karl-Heinz,SABIR David,SALIM Tourqui,SALMON Pare,SANDROCK Helmut,SANGARE Sita,SARHAN Toufik,SARRIS Georgios,SASAKI Norio,SAVICEVIC Dejan,SBARDELLA Marina,SCALA Domenico,SCHELLING Hans,SCHWAB Brendan,SCUDAMORE Richard,SEALEY Anton,SEBEGO Tebogo,SEKAJUGO James,SENE Badara,SENGHOR Augustin,SETRIGHT Jo,SEXWALE Tokyo,SHALABI-MOLANO Susan,SHAMS ELDIN Magdi,SHAW Jim,SIDAT Fezal,SIEBER Walter,SIEM Kjetil,SIMMONS Kelly,SINGH Gurcharan,SINGH Yogeshwar,SIRELKHATIM Mutasim Gafaar,SMITH Oliver,SNOUSSI Maher,SOBHA Mohamad Ally Samir,SOLOMONA Laupama,SOROKIN Alexey,STEFANOVIC Dejan,SUKER Davor,SULLIVAN Alan,SULSER Claudio,SULTANOV Semetei,SUN Wen,SUNDHAGE Pia,SUNIA Fiti,SURKIS Grygoriy,TASHIMA Kohzo,TAVECCHIO Carlo,THIRIEZ Frederic,THOMPSON Geoff,THOMSEN Claus,THORSTEINSSON Geir,TILMO Juneidi,TIM KEE Raymond,TINOCO Rafael,TORRES Robert,TRAN Quoc Tuan,TRENTALANGE Alfredo,TSICHLAS Anastasia,ULLRICH Heike,USMANOV Mirabror,Vacant 1,Vacant 2,Vacant 3,Vacant 4,Vacant 5,Vacant 6,VAN DER SAR Edwin,VAN GAALEN Johan,VAN PRAAG Michael,VAN SEGGELEN Theo,VARELA Cristian,VERGARA Hector,VICENTE Ruperto,VILLAR LLONA Angel Maria,WABERI Souleiman Hassan,WANG Becky,WEAH George,WEIGL Guenter,WHITE Philip,WHITMORE Theodore,WILKINSON Rhian,WILLIAMSON Stephen,WINDTNER Leo,WONUHALI Linda,WOODSON Rochell,YAHYA Ahmed,ZAMBRANO Jose,ZAW Zaw,ZERGUINI Yacine,ZHANG Jian
ABDULLAH Prince H.R.H,4,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ABEGA Prosper,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABO RIDA Hany,2,0,4,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACHE Eduardo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACKERMANN Nair,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOSTA Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMS Mark,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADOUM Djibrine,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGHAZADA Sayed,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
